DESTINO;ORIGEM;CANTIDAD;FOBDOL;FOBPES
MEX;CTG;469;2364;9034409
MEX;CTG;1132;1241;4943009
MEX;CTG;1765;2178;8677093
MEX;CTG;578;781;3111916
MEX;CTG;507;783;3120758
MEX;CTG;2381;3028;12062133
MEX;CTG;684;5293;21083809
MEX;CTG;263;2292;9129579
MEX;CTG;119;1106;4407355
MEX;CTG;18;152;606355
MEX;CTG;7290;140356;559060037
MEX;CTG;8249;53062;209519246
MEX;CTG;1525881;98387;397998152
MEX;CTG;480570;101364;403748813
MEX;CTG;86;122;476469
MEX;CTG;210;367;1435083
MEX;CTG;313;377;1475451
MEX;CTG;8048;10549;41304772
MEX;CTG;17024;103556;405466191
MEX;CTG;208;1093;4280152
MEX;CTG;149;675;2643189
MEX;CTG;102;694;2718953
MEX;CTG;60621;261819;1050844753
MEX;CTG;5125;34012;135738928
MEX;CTG;92160;55296;218793001
MEX;CTG;2892000;69805;281050915
MEX;CTG;4251;16038;62797507
MEX;CTG;285000;9898;39586558
MEX;CTG;794;276350;1089853360
MEX;CTG;14226;107502;429007459
MEX;CTG;12021;131750;517219059
MEX;CTG;1414;21621;86288732
MEX;CTG;79072;178491;713698968
MEX;CTG;10223;70710;282197080
MEX;CTG;10147;86046;344057231
MEX;CTG;57950;212916;832199493
MEX;CTG;10148;27749;109125519
MEX;CTG;35304;146946;585861523
MEX;CTG;915;902;3447336
MEX;CTG;2073;2270;8959276
MEX;CTG;10240;11210;44740165
MEX;CTG;2558;3081;11775163
MEX;CTG;718;754;3003830
MEX;CTG;1063;1217;4665908
MEX;CTG;3802;5423;20766090
MEX;CTG;2488;3443;13196301
MEX;CTG;7914;9748;38192821
MEX;CTG;1393;1463;5740652
MEX;CTG;2474;3041;11737056
MEX;CTG;1624;3048;11961555
MEX;CTG;1406;2472;9446235
MEX;CTG;16983;297300;1176346529
MEX;CTG;48548;59768;236611517
MEX;CTG;162170;208704;816515584
MEX;CTG;10266;13485;53573429
MEX;CTG;542;634;2536215
MEX;CTG;6;8;31508
MEX;CTG;641;712;2846274
MEX;CTG;2526;3616;13992589
MEX;CTG;2677;49624;198042272
MEX;CTG;46;533;2118028
MEX;CTG;85474;483183;1899447784
MEX;CTG;2222;11969;46806862
MEX;CTG;611;4962;19747366
MEX;CTG;151;1063;4061769
MEX;CTG;7287;37802;147879358
MEX;CTG;6924;42528;166355751
MEX;CTG;2748;19565;76108315
MEX;CTG;486;3319;13000236
MEX;CTG;1430;15651;61443325
MEX;CTG;28;2857;11187754
MEX;CTG;268;2933;11513498
MEX;CTG;86;944;3705927
MEX;CTG;282880;27077;106915684
MEX;CTG;1869000;49849;198471248
MEX;CTG;1476930;307061;1218776472
MEX;CTG;1034;1765;7006443
MEX;CTG;838;1195;4568955
MEX;CTG;400;526;2017834
MEX;CTG;916;974;3814128
MEX;CTG;2988;3939;15602089
MEX;CTG;2711;50694;201888337
MEX;CTG;1088;8415;33055524
MEX;CTG;19;145;578824
MEX;CTG;789;6540;26083064
MEX;CTG;356;3102;12192685
MEX;CTG;3875;15580;61631195
MEX;CTG;14595;47026;187281603
MEX;CTG;1338;971;3865215
MEX;CTG;957;98660;392977579
MEX;CTG;16450;70096;277351071
MEX;CTG;2451;8369;32854416
MEX;CTG;317;411;1571092
MEX;CTG;283;369;1412018
MEX;CTG;76;84;319294
MEX;CTG;248;2079;7945316
MEX;CTG;6;62;237005
MEX;CTG;250030;48845;191752469
MEX;CTG;21696;91483;363374024
MEX;CTG;122589;357178;1416412099
MEX;CTG;4636;27024;107639968
MEX;CTG;4454;16481;65644941
MEX;CTG;819;11576;44815402
MEX;CTG;38118;133295;533168963
MEX;CTG;22561;50870;202622004
MEX;CTG;10513;238641;960103944
MEX;CTG;983;5545;22086368
MEX;CTG;116;1458;5830869
MEX;CTG;124000;195384;746769214
MEX;CTG;3258;160800;640490520
MEX;CTG;374500;456797;1819489298
MEX;CTG;496050;696000;2772273515
MEX;CTG;19293;45100;179639348
MEX;CTG;18835;70096;279203480
MEX;CTG;17604;95816;368394469
MEX;CTG;17280;45563;181485180
MEX;CTG;307481;716297;2754027560
MEX;CTG;680;10203;39229750
MEX;CTG;264500;12121;47949221
MEX;CTG;27577;91170;350531520
MEX;CTG;7165;2656;10507806
MEX;CTG;19700;43191;172035833
MEX;CTG;23814;61236;242296195
MEX;CTG;737100;1052632;4193944489
MEX;CTG;546025;831243;3287443471
MEX;CTG;49140;139010;548679475
MEX;CTG;148956;749936;2960049185
MEX;CTG;81492;285091;1134067141
MEX;CTG;97126;232565;926191658
MEX;CTG;18828;65886;263506645
MEX;CTG;371857;946264;3746602487
MEX;CTG;13520;248113;988108509
MEX;CTG;1375;5072;20283309
MEX;CTG;334;4718;18562830
MEX;CTG;7184;50159;197529638
MEX;CTG;70;117608;461750698
MEX;CTG;3122;10986;43386094
MEX;CTG;9112;88145;348768610
MEX;CTG;53500;181883;710595063
MEX;CTG;23889;54083;209378817
MEX;CTG;1121;23323;92261961
MEX;CTG;199980;508269;2056060652
MEX;CTG;3165;17132;66324404
MEX;CTG;17712;359140;1432808264
MEX;CTG;166455;77466;297842628
MEX;CTG;129602;60125;243218852
MEX;CTG;216324;379306;1507964019
MEX;CTG;81161;1753480;6905921849
MEX;CTG;85680;51408;202703286
MEX;CTG;3636;1675;6603471
MEX;CTG;1365;1542;6143611
MEX;CTG;2710;22302;87704583
MEX;CTG;3202;36227;142467118
MEX;CTG;718;2412;9483677
MEX;CTG;410;2046;8045450
MEX;CTG;144;2320;9122390
MEX;CTG;739;7932;31193500
MEX;CTG;95;274;1078709
MEX;CTG;682;1997;7853540
MEX;CTG;425;2205;8671204
MEX;CTG;9;297;1168884
MEX;CTG;982;21181;83294694
MEX;CTG;11987;275959;1103811644
MEX;CTG;24815;47046;188177886
MEX;CTG;18420;54339;218617208
MEX;CTG;18554;186641;746546162
MEX;CTG;6633;88398;353586004
MEX;CTG;262;3750;14676486
MEX;CTG;1684;32406;125606419
MEX;CTG;6687;238289;934858046
MEX;CTG;5830;88410;353510268
MEX;CTG;17479;39125;150428191
MEX;CTG;12922;286343;1145344509
MEX;CTG;2326;85918;330336848
MEX;CTG;0;60;244655
MEX;CTG;1672;47975;194068863
MEX;CTG;11258;27632;110061604
MEX;CTG;13399;120624;476442407
MEX;CTG;2116;103420;407613878
MEX;CTG;646;19952;78675117
MEX;CTG;546;16344;64357849
MEX;CTG;8659;141339;557577380
MEX;CTG;238;733;2883493
MEX;CTG;457;2831;11201626
MEX;CTG;116;542;2133351
MEX;CTG;10;35;138978
MEX;CTG;115;7501;29997845
MEX;CTG;1477;28130;111044019
MEX;CTG;185;8778;34701188
MEX;CTG;578;9081;35922471
MEX;CTG;19;52;206266
MEX;CTG;33;90;352596
MEX;CTG;480;1911;7542717
MEX;CTG;430243;48682;194699531
MEX;CTG;3667;17233;68923217
MEX;CTG;306;2880;11516999
MEX;CTG;1009;12377;48906072
MEX;CTG;172;1525;5996885
MEX;CTG;85;2393;9434610
MEX;CTG;370;8931;35122905
MEX;CTG;398;3333;13328540
MEX;CTG;32;158;632550
MEX;CTG;343;1596;6382530
MEX;CTG;57912;47398;189565023
MEX;CTG;17970;3481;13921616
MEX;CTG;3210;9936;39305624
MEX;CTG;218904;17557;69454770
MEX;CTG;66137;327186;1283918467
MEX;CTG;20440;21182;85686861
MEX;CTG;9070;80221;316086038
MEX;CTG;8149;381150;1500558327
MEX;CTG;2439;71040;279507479
MEX;CTG;19082;226056;889578989
MEX;CTG;272;956;3772263
MEX;CTG;636;4777;18851456
MEX;CTG;227;1070;4212971
MEX;CTG;225;18990;75948336
MEX;CTG;2209;40400;158890376
MEX;CTG;876;50956;200678303
MEX;CTG;17;627;2479546
MEX;CTG;14766;116857;459959178
MEX;CTG;696;1199;4738220
MEX;CTG;3324;53724;211415062
MEX;CTG;1658;7506;29517509
MEX;CTG;666953;76507;303843905
MEX;CTG;27;119;467941
MEX;CTG;6085;31529;125682627
MEX;CTG;102;953;3784477
MEX;CTG;214006;37363;148104703
MEX;CTG;1384;16553;65247299
MEX;CTG;243;5723;22507943
MEX;CTG;77;962;3790361
MEX;CTG;4497;136298;542869975
MEX;CTG;27330;55419;221594865
MEX;CTG;30145;231521;896355669
MEX;CTG;15798;21485;85091729
MEX;CTG;1100;14677;58461489
MEX;CTG;5885;279603;1113702123
MEX;CTG;2;3229;12913400
MEX;CTG;15981;307840;1230894720
MEX;CTG;3090;65357;260536745
MEX;CTG;2910;57614;230008356
MEX;CTG;17703;345675;1379731789
MEX;CTG;6185;34531;136631671
MEX;CTG;795;9141;36139611
MEX;CTG;1389;6948;27648000
MEX;CTG;13340;5602;22206513
MEX;CTG;112761;50714;201185269
MEX;CTG;45656;2396;9461689
MEX;CTG;94105;49204;194350239
MEX;CTG;94;473;1868370
MEX;CTG;68448;106104;405533455
MEX;CTG;854;613;2422808
MEX;CTG;13082;298851;1190802337
MEX;CTG;32170;680928;2666125757
MEX;CTG;29203;13415;52996980
MEX;CTG;142100;26025;103051851
MEX;CTG;124003;58690;234049424
MEX;CTG;10;10;38222
MEX;CTG;14;14;53891
MEX;CTG;7065;77104;304674924
MEX;CTG;2841;130459;515271781
MEX;CTG;2696;88595;350166532
MEX;CTG;410;11844;46833806
MEX;CTG;15109;183252;722959986
MEX;CTG;1589;5281;20891556
MEX;CTG;1609;7949;31408913
MEX;CTG;164;801;3150247
MEX;CTG;373;10539;41601668
MEX;CTG;381;18854;74414700
MEX;CTG;23;852;3369144
MEX;CTG;104;3259;12892055
MEX;CTG;1441;29943;118002569
MEX;CTG;399;742;2930150
MEX;CTG;1803;21207;83859182
MEX;CTG;805;3503;13830636
MEX;CTG;161765;21096;84372895
MEX;CTG;1323;6169;24673204
MEX;CTG;83;794;3176427
MEX;CTG;497;6119;24098433
MEX;CTG;378;7568;29880886
MEX;CTG;417;6732;26923123
MEX;CTG;873;5857;23426421
MEX;CTG;80;2471;9773886
MEX;CTG;189;4654;18407365
MEX;CTG;1166;28535;112833215
MEX;CTG;5880;52632;210496760
MEX;CTG;314;2129;8515146
MEX;CTG;221;1084;4335222
MEX;CTG;3246;183;733216
MEX;CTG;23;68;270961
MEX;CTG;5054;5023;20089337
MEX;CTG;24;20243;81443047
MEX;CTG;27013;20260;81027452
MEX;CTG;201600;290450;1158764798
MEX;CTG;17268;47970;192995395
MEX;CTG;4150;528095;2044494123
MEX;CTG;106;1322;5287630
MEX;CTG;2063;19189;76726129
MEX;CTG;23730;33695;134729475
MEX;CTG;355;7577;30176518
MEX;CTG;13;60;238074
MEX;CTG;22884;111942;445810449
MEX;CTG;192310;106575;431119483
MEX;CTG;4284;32566;129829961
MEX;CTG;64208;246078;981666028
MEX;CTG;219696;128188;505712201
MEX;CTG;38238;167752;662374021
MEX;CTG;1001;6019;23975615
MEX;CTG;154894;449967;1774296698
MEX;CTG;16870;59655;240002742
MEX;CTG;3814;16333;65330810
MEX;CTG;525686;836893;3341320974
MEX;CTG;1562;9247;35552766
MEX;CTG;1004;5612;22161150
MEX;CTG;37265;100903;403562639
MEX;CTG;23749;79986;317304646
MEX;CTG;34572;51926;201190224
MEX;CTG;55572;24307;97097866
MEX;CTG;8602;16948;68556973
MEX;CTG;142254;336011;1359238296
MEX;CTG;16415;100900;399239062
MEX;CTG;30770;93946;367839183
MEX;CTG;663;3965;15523388
MEX;CTG;59281;94685;370730728
MEX;CTG;357;1742;6822402
MEX;CTG;1578;6077;23794186
MEX;SMR;10582;142367;563312447
MEX;SMR;2750;139233;550911802
MEX;SMR;590;19715;78008275
MEX;SMR;656;20314;80378691
MEX;SMR;10040;122545;484882262
MEX;SMR;386;1218;4817434
MEX;SMR;248;1294;5120799
MEX;SMR;4;16;65010
MEX;SMR;506;5177;20483316
MEX;SMR;613;30445;120464864
MEX;SMR;121;5436;21510411
MEX;SMR;4870;37682;149098551
MEX;SMR;40;113;445531
MEX;SMR;1643;25233;99839026
MEX;SMR;479;2198;8696286
MEX;SMR;638;7736;30609377
MEX;SMR;22;512;2026850
MEX;SMR;13;308;1220383
MEX;SMR;130;6579;26032592
MEX;SMR;191;5128;20290621
MEX;SMR;488;10581;41865449
MEX;SMR;505;4460;17648416
MSR;CTG;1111;4815;18640761
NIC;CTG;6022;83620;334354487
NIC;CTG;24627;90102;355255358
NIC;CTG;1352;12728;50911174
NIC;CTG;622;4117;16467469
NIC;CTG;1457;19597;78385516
NIC;CTG;502;1991;7963021
NIC;CTG;1840;7594;30377316
NIC;CTG;465;3688;14752188
NIC;CTG;2467;12935;51309813
NIC;CTG;17;62;240262
NIC;CTG;131040;459099;1857155000
NIC;CTG;1481;18110;72412736
NIC;CTG;2222;51332;205249756
NIC;CTG;494;6187;24737582
NIC;CTG;247;1943;7767426
NIC;CTG;1158;10752;43258117
NIC;CTG;100100;10256;40580491
NIC;CTG;574;18356;73395050
NIC;CTG;3808;166971;659292146
NIC;CTG;49536;45607;176563517
NIC;CTG;2370;20467;81340023
NIC;CTG;10777;47505;187821373
NIC;CTG;5559;133969;524547338
NIC;CTG;1088;26778;104845818
NIC;CTG;9671;125768;492437484
NIC;CTG;49361;45439;178381336
NIC;CTG;2895;10396;40990044
NIC;CTG;3543;10339;40766317
NIC;CTG;766;2754;10860879
NIC;CTG;4476;8835;34836946
NIC;CTG;159;609;2399413
NIC;CTG;472;1936;7634061
NIC;CTG;217;3134;12358442
NIC;CTG;2803;8803;34710690
NOR;CTG;21065;57635;229568930
NOR;CTG;21641;59270;229459525
NOR;CTG;105007;405072;1619684443
NOR;CTG;83934;330484;1316153048
NZL;CTG;19293;75816;301936025
NZL;CTG;13472;287797;1148180761
NZL;CTG;19360;80262;319641822
NZL;CTG;5728;45274;181029741
OMN;CTG;2494;29127;115998278
OMN;CTG;744;13331;53089911
NLD;CTG;115536;197257;764058188
NLD;CTG;13224;38546;151473869
NLD;CTG;3903;21227;84535731
NLD;CTG;46272;75085;293836902
NLD;CTG;11594;35072;135779882
NLD;CTG;203424;417076;1655156961
NLD;CTG;60620;215300;848682588
NLD;CTG;18640;3151;12608272
NLD;CTG;458040;79936;320008941
NLD;CTG;24180;5924;23833898
NLD;CTG;89472;172328;684392303
NLD;CTG;23280;48366;193021186
NLD;CTG;39064;139730;551698765
NLD;CTG;9368;51523;204840509
NLD;CTG;20980;97870;390458495
NLD;CTG;8383;24001;94384520
NLD;CTG;4405;11808;46436023
NLD;CTG;328;59;232023
NLD;CTG;24843;59158;232396764
NLD;CTG;1430;7957;31754634
NLD;CTG;15286;129117;510883082
NLD;CTG;225744;445603;1759721461
NLD;CTG;39778;123732;484885986
NLD;CTG;2143;12997;51395541
NLD;CTG;122445;21318;85238437
NLD;CTG;2679;22248;88958451
NLD;CTG;17550;2878;11509360
NLD;CTG;114060;17109;68426248
NLD;CTG;135952;248330;986606494
NLD;CTG;10401;56577;225728582
NLD;CTG;4240;10278;41019222
NLD;CTG;1592;4694;18734787
NLD;CTG;17350;50530;201234530
NLD;CTG;1327;8148;31902924
NLD;CTG;3562;18915;74059223
NLD;CTG;3274;237256;931412644
NLD;CTG;1277;42724;169047506
NLD;CTG;3707;22388;88755243
NLD;CTG;8064;33215;132539179
NLD;CTG;7228;42687;169275618
NLD;CTG;1666;12732;50378339
NLD;CTG;12336;12944;51218280
NLD;CTG;29496;50246;196735479
NLD;CTG;2390;14535;57202426
NLD;CTG;65440;136821;545311929
NLD;CTG;87152;176731;703079517
NLD;CTG;93118;124475;492815179
NLD;CTG;130240;308445;1210209088
NLD;CTG;245000;688785;2771127746
NLD;CTG;385639;883796;3542226853
NLD;CTG;19456;77824;306049884
NLD;CTG;21968;28604;112488512
NLD;CTG;17344;66592;264057869
NLD;CTG;20502;71350;280104553
NLD;CTG;2873;18079;71677933
NLD;CTG;982240;124760;492749607
NLD;CTG;145600;19416;76677031
NLD;CTG;7056;988;3824373
NLD;CTG;145752;367293;1429119629
NLD;CTG;16180;71855;285218520
NLD;CTG;112392;282963;1132410942
NLD;CTG;22296;84859;338489078
NLD;CTG;18749;121842;490194545
NLD;CTG;22704;31680;126431078
NLD;CTG;25623;52368;209392532
NLD;CTG;21824;33061;127992886
NLD;CTG;104834;261462;1032686364
NLD;CTG;5254;30984;121315713
NLD;CTG;45224;101654;406463336
NLD;CTG;1043320;1820452;7194507809
NLD;CTG;22080;49693;192384352
NLD;CTG;276992;392556;1564970145
NLD;CTG;704256;1193266;4727245941
NLD;CTG;153312;324671;1271226730
NLD;CTG;1275;1000153;3961363100
NLD;CTG;96130;421737;1706019392
NLD;CTG;28;4922;19604865
NLD;CTG;40500;982753;3847899600
NLD;CTG;20348;41968;164755734
NLD;CTG;50671;129184;508027628
NLD;CTG;22536;26176;104665478
NLD;CTG;21456;43321;169619912
PAK;CTG;167360;32133;128239426
PAN;CTG;4409;16916;67640075
PAN;CTG;2413;38438;148810524
PAN;CTG;4966;40590;162032076
PAN;CTG;10112;45372;181205050
PAN;CTG;3512;33655;134294333
PAN;CTG;3169;10046;40143645
PAN;CTG;1465;10375;41453889
PAN;CTG;4925;1182;4544565
PAN;CTG;1651;4626;18496507
PAN;CTG;3406;19214;75051631
PAN;CTG;1144;17150;65938261
PAN;CTG;7486;23494;93277914
PAN;CTG;27450;82307;328912392
PAN;CTG;22177;11645;45631804
PAN;CTG;409;666;2560720
PAN;CTG;34;407;1576880
PAN;CTG;8;125;483583
PAN;CTG;3298;12007;48009110
PAN;CTG;1538;5599;22386538
PAN;CTG;73808;71049;278186681
PAN;CTG;387;1410;5638619
PAN;CTG;19687;38955;155760877
PAN;CTG;6981;14031;56104533
PAN;CTG;2742;17308;69208210
PAN;CTG;27120;52019;207602345
PAN;CTG;4693;25447;101555564
PAN;CTG;41848;224979;897864670
PAN;CTG;7758;7519;30006309
PAN;CTG;12508;30465;121583516
PAN;CTG;38541;102950;410859819
PAN;CTG;9303;44205;173537878
PAN;CTG;7765;49269;196628183
PAN;CTG;3395;13884;55529206
PAN;CTG;21218;46000;183955884
PAN;CTG;1206;11089;44348399
PAN;CTG;21270;69552;274399589
PAN;CTG;117;1651;6392538
PAN;CTG;4514;63722;246695995
PAN;CTG;337;6274;24643076
PAN;CTG;25317;50595;200071221
PAN;CTG;3748;8870;35022247
PAN;CTG;13;1501;5940086
PAN;CTG;403;10932;43721969
PAN;CTG;2412;49132;188904897
PAN;CTG;1202;962;3710937
PAN;CTG;5160;73501;289423578
PAN;CTG;1172;10665;41289789
PAN;CTG;465;1883;7289011
PAN;CTG;9233;33383;129239570
PAN;CTG;2965;8098;31351273
PAN;CTG;1843;10055;38928940
PAN;CTG;142;3139;12153178
PAN;CTG;10906;34552;133765450
PAN;CTG;1111;10190;39448217
PAN;CTG;14868;77436;305332471
PAN;CTG;2688;25607;101110896
PAN;CTG;23714;35636;140709382
PAN;CTG;1014;8742;33843480
PAN;CTG;14;1;5560
PAN;CTG;17684;34307;131904012
PAN;CTG;6358;15096;58042174
PAN;CTG;10428;34961;134418902
PAN;CTG;14;268;1036929
PAN;CTG;2642;4757;19026852
PAN;CTG;13691;40296;161181573
PAN;CTG;5194;6939;27754576
PAN;CTG;24637;24446;95970473
PAN;CTG;9575;27676;108838361
PAN;CTG;3076;27840;111357814
PAN;CTG;24653;23856;93406694
PAN;CTG;17140;40957;161721221
PAN;CTG;2510;52176;208674580
PAN;CTG;1359;6168;24617105
PAN;CTG;14606;94100;368713836
PAN;CTG;1015;4838;19304076
PAN;CTG;786;6728;26844378
PAN;CTG;3283;22359;89211205
PAN;CTG;11086;74355;291860820
PAN;CTG;462;4408;17303813
PAN;CTG;46;2357;9305366
PAN;CTG;1554;6991;27899284
PAN;CTG;15;751;2964208
PAN;CTG;395;2828;11310548
PAN;CTG;2147;21978;87682330
PAN;CTG;634;5933;23669202
PAN;CTG;1469;14488;56877655
PAN;CTG;9846;40152;157625554
PAN;CTG;165;19415;76018504
PAN;CTG;3179;71333;286986070
PAN;CTG;521;7790;31340725
PAN;CTG;6064;24706;98785629
PAN;CTG;16804;90637;362411231
PAN;CTG;1001;5489;21947621
PAN;CTG;1507;8988;35938808
PAN;CTG;10499;259582;1037941383
PAN;CTG;10128;90613;362316987
PAN;CTG;211;3489;13893071
PAN;CTG;90;1478;5886493
PAN;CTG;226;3724;14829914
PAN;CTG;193;3180;12663514
PAN;CTG;22285;57552;222809845
PAN;CTG;17372;8038;32139584
PAN;CTG;1911;15058;60207884
PAN;CTG;6204;16760;67014628
PAN;CTG;21020;54930;217297200
PAN;CTG;707;5810;22988459
PAN;CTG;3047;8059;31222645
PAN;CTG;631;8461;33127514
PAN;CTG;618;16010;62685369
PAN;CTG;4972;91857;365880010
PAN;CTG;2021;10649;42216268
PAN;CTG;23872;192812;767997684
PAN;CTG;3530;58298;228824867
PAN;CTG;77;402;1600965
PAN;CTG;11054;17992;71188483
PAN;CTG;116;3202;12536972
PAN;CTG;17073;11495;45006145
PAN;CTG;443;1574;6270048
PAN;CTG;1354;22620;88567614
PAN;CTG;1142;19651;77190709
PAN;CTG;12700;6727;26618351
PAN;CTG;6334;19503;77982141
PAN;CTG;5256;21655;86242511
PAN;CTG;208123;418349;1619615958
PAN;CTG;7212;29260;115372269
PAN;CTG;18600;35942;143748313
PAN;CTG;3130;12495;49760939
PAN;CTG;18836;26743;105792099
PAN;CTG;5147;154723;599003791
PAN;CTG;172;6588;25504338
PAN;CTG;254674;156216;631927845
PAN;CTG;52683;120255;472095159
PAN;CTG;1309;5917;23168422
PAN;CTG;25400;116748;457118935
PAN;CTG;373;12230;47887275
PAN;CTG;100;2668;10446093
PAN;CTG;3622;83066;325237855
PAN;CTG;2226;135340;529915980
PAN;CTG;1589;49440;193579564
PAN;CTG;1108;10374;40618671
PAN;CTG;272;4150;16249348
PAN;CTG;254896;20558;79042296
PAN;CTG;1200;29670;114076589
PAN;CTG;5033;26881;105122127
PAN;CTG;5339;32452;127045345
PAN;CTG;4999;22832;88394108
PAN;CTG;8155;44100;172671638
PAN;CTG;2556;199824;790481585
PAN;CTG;3786;41354;165039969
PAN;CTG;19876;21326;85290244
PAN;CTG;95196;297236;1175764376
PAN;CTG;3626;9073;36285629
PAN;CTG;20586;25542;100063561
PAN;CTG;104;221;882274
PAN;CTG;1266;44562;177563299
PAN;CTG;782;19535;77812110
PAN;CTG;20251;227582;888396748
PAN;CTG;11552;388495;1548282674
PAN;CTG;525;4914;19604649
PAN;CTG;4738;63527;253190481
PAN;CTG;4096;37742;150625709
PAN;CTG;11556;72545;284793807
PAN;CTG;193;20780;84058660
PAN;CTG;88;980;3912419
PAN;CTG;17839;50845;200763911
PAN;CTG;19567;6304;24682557
PAN;CTG;1173;4510;17806336
PAN;CTG;36886;143878;563343611
PAN;CTG;1946;6880;27023546
PAN;CTG;224475;42761;168941442
PAN;CTG;877000;45992;183082945
PAN;CTG;11300;18492;71099957
PAN;CTG;78140;15905;62746096
PAN;CTG;129936;43954;174464037
PAN;CTG;460;6106;23969181
PAN;CTG;21670;4248;16706193
PAN;CTG;9865;57499;225780135
PAN;CTG;688;17921;70362911
PAN;CTG;28832;112197;448620427
PAN;CTG;14578;79896;321439271
PAN;CTG;7110;57512;231384463
PAN;CTG;99;308;1237539
PAN;CTG;862;5327;21306081
PAN;CTG;11664;31219;124330464
PAN;CTG;1447;9261;36260484
PAN;CTG;9315;13788;53012240
PAN;CTG;3269;7475;28738263
PAN;CTG;28502;43995;175913008
PAN;CTG;3307;10265;41043666
PAN;CTG;16949;28730;113441554
PAN;CTG;7;277;1094875
PAN;CTG;45;1320;5221974
PAN;CTG;9;245;968536
PAN;CTG;589;8063;31905136
PAN;CTG;190;628;2486388
PAN;CTG;248;1201;4753612
PAN;CTG;13;424;1678972
PAN;CTG;12;221;875591
PAN;CTG;33;121;477146
PAN;CTG;3182;27705;109620137
PAN;CTG;22049;19377;77477689
PAN;CTG;30;194;768996
PAN;CTG;36630;43530;174055060
PAN;CTG;5294;26980;107877801
PAN;CTG;2231;3058;12229163
PAN;CTG;27;1331;5256494
PAN;CTG;14;468;1848193
PAN;CTG;46;1331;5254638
PAN;CTG;26;142;559311
PAN;CTG;0;23;89000
PAN;CTG;6;55;217762
PAN;CTG;215;724;2860085
PAN;CTG;2437;23781;93901612
PAN;CTG;6;88;348775
PAN;CTG;107;856;3380898
PAN;CTG;48;1287;5081179
PAN;CTG;124;2835;11195967
PAN;CTG;12480;30094;119379727
PAN;CTG;5131;6582;26319312
PAN;CTG;99100;27153;107439487
PAN;CTG;9570;6110;23985748
PAN;CTG;11774;4885;19177386
PAN;CTG;9316;45703;180564301
PAN;CTG;6885;39462;157487308
PAN;CTG;439;2728;10886003
PAN;CTG;26;741;2932394
PAN;CTG;614;4245;16797238
PAN;CTG;52;289;1144612
PAN;CTG;227;1707;6752884
PAN;CTG;26;92;362360
PAN;CTG;2009;21153;83695405
PAN;CTG;5;58;229255
PAN;CTG;3;62;246150
PAN;CTG;48;1433;5668582
PAN;CTG;18;495;1957127
PAN;CTG;416;4229;16721478
PAN;CTG;365;1173;4639973
PAN;CTG;442;3680;14555039
PAN;CTG;11;406;1603180
PAN;CTG;2;64;251634
PAN;CTG;730;7812;30888463
PAN;CTG;286;2105;8319664
PAN;CTG;4032;40537;160216199
PAN;CTG;13;189;744497
PAN;CTG;644;4673;18461686
PAN;CTG;1366;39717;158846401
PAN;CTG;699;30764;123020959
PAN;CTG;3224;14028;56103604
PAN;CTG;707;13313;53244630
PAN;CTG;1652;31508;125845661
PAN;CTG;6662;14195;55823744
PAN;CTG;21703;12919;51673877
PAN;CTG;11520;51333;204864242
PAN;CTG;277;5190;20320142
PAN;CTG;67855;22799;90989191
PAN;CTG;13325;20712;81537149
PAN;CTG;74300;16391;65000331
PAN;CTG;85500;47880;190540690
PAN;CTG;20720;31825;123503901
PAN;CTG;398578;262603;1033363664
PAN;CTG;4434;20347;80017667
PAN;CTG;493;370012;1457862900
PAN;CTG;79299;109841;425243165
PAN;CTG;16305;34583;136553109
PAN;CTG;1118;7964;31510647
PAN;CTG;181;3818;14593810
PAN;CTG;636;11382;43504102
PAN;CTG;1791;32106;122709056
PAN;CTG;1723;15199;60014175
PAN;CTG;4134;13772;54944721
PAN;CTG;5;1352;5394271
PAN;CTG;5;207;824241
PAN;CTG;1456;1315;5247375
PAN;CTG;312;1604;6333063
PAN;CTG;83;583;2303223
PAN;CVE;508686;212027615;837081244812
PAN;CVE;303;142073;568081951
PAN;CVE;86904;40418963;160392325314
PAN;CVE;158888;63548304;250960765041
PAN;CVE;71779;33432427;132865255364
PAN;MAM;30069;12483416;48328922654
PAN;MAM;17560;4942319;19133939692
PAN;TCO;60139;25449398;99645335550
PRY;CTG;9330;18419;74103585
PRY;CTG;3508;10187;40985848
PRY;CTG;2900;39362;155203970
PRY;CTG;4023;12980;51252049
PRY;CTG;3233;21595;85148550
PRY;CTG;216819;50614;193450385
PRY;CTG;8126;48333;192517350
PRY;CTG;2418;7183;28199591
PRY;CTG;308138;18157;69809715
PRY;CTG;153936;4314;16586241
PRY;CTG;307600;5642;21691303
PRY;CTG;742;6826;26244019
PRY;CTG;92200;6812;27185914
PRY;CTG;497000;6883;27471023
PRY;CTG;1928;4126;16468366
PRY;CTG;58850;3149;12361975
PRY;CTG;4388;145;569629
PRY;CTG;235440;6503;25529714
PRY;CTG;2724;7254;28478949
PRY;CTG;17196;15137;59423595
PRY;CTG;9259;15860;62623844
PRY;CTG;2323;9346;36902265
PRY;CTG;1377;9765;38556703
PRY;CTG;27307;23288;90159799
PRY;CTG;1494;23229;91190573
PRY;CTG;139;1905;7478042
PRY;CTG;2505;111046;435941841
PRY;CTG;72;3533;13869078
PRY;CTG;18250;4258;16717381
PRY;CTG;96500;11128;43685497
PRY;CTG;856;980;3847294
PRY;CTG;204;1089;4274771
